Security,BBRXBRBL Index                                                  ,
Start Date,26/3/2003 0:00,
End Date,26/3/2020 0:00,
Period,D,
,,
Date,PX_LAST,PX_MID
#NAME?,-8.45,-8.45
25/3/2020,-8.69,-8.69
24/3/2020,-12.62,-12.62
23/3/2020,-13.97,-13.97
22/3/2020,-13.41,-13.41
21/3/2020,-13.41,-13.41
20/3/2020,-13.19,-13.19
19/3/2020,-16.53,-16.53
18/3/2020,-10.96,-10.96
17/3/2020,-9.6,-9.6
16/3/2020,-9.72,-9.72
13/3/2020,-7.81,-7.81
11/3/2020,-4.95,-4.95
10/3/2020,-4.34,-4.34
9/3/2020,-6.04,-6.04
6/3/2020,-3.52,-3.52
5/3/2020,-2.13,-2.13
4/3/2020,-1.75,-1.75
3/3/2020,-2.7,-2.7
2/3/2020,-6.94,-6.94
29/2/2020,-2.52,-2.52
28/2/2020,-2.52,-2.52
27/2/2020,-2.08,-2.08
26/2/2020,-1.64,-1.64
25/2/2020,-1.23,-1.23
24/2/2020,-0.97,-0.97
23/2/2020,-0.72,-0.72
22/2/2020,-0.72,-0.72
21/2/2020,-0.72,-0.72
20/2/2020,-0.62,-0.62
19/2/2020,-0.51,-0.51
18/2/2020,-0.52,-0.52
17/2/2020,-0.44,-0.44
16/2/2020,-0.48,-0.48
15/2/2020,-0.48,-0.48
14/2/2020,-0.48,-0.48
13/2/2020,-0.23,-0.23
12/2/2020,0.08,0.08
11/2/2020,0.01,0.01
10/2/2020,-0.21,-0.21
9/2/2020,-0.18,-0.18
8/2/2020,-0.18,-0.18
7/2/2020,-0.18,-0.18
6/2/2020,-0.24,-0.24
5/2/2020,-0.18,-0.18
4/2/2020,-0.16,-0.16
3/2/2020,-0.12,-0.12
2/2/2020,0.02,0.02
1/2/2020,0.02,0.02
31/1/2020,-17.46,-17.46
30/1/2020,-17.43,-17.43
29/1/2020,-17.52,-17.52
28/1/2020,-17.62,-17.62
27/1/2020,-17.61,-17.61
26/1/2020,-17.59,-17.59
25/1/2020,-17.59,-17.59
24/1/2020,-17.59,-17.59
23/1/2020,-17.7,-17.7
22/1/2020,-17.76,-17.76
21/1/2020,-17.66,-17.66
20/1/2020,-17.56,-17.56
19/1/2020,-17.35,-17.35
18/1/2020,-17.35,-17.35
17/1/2020,-17.35,-17.35
16/1/2020,-17.35,-17.35
15/1/2020,-17.49,-17.49
14/1/2020,-17.68,-17.68
13/1/2020,-17.84,-17.84
12/1/2020,-17.94,-17.94
11/1/2020,-17.94,-17.94
10/1/2020,-17.94,-17.94
9/1/2020,-18.31,-18.31
8/1/2020,-18.66,-18.66
7/1/2020,-18.91,-18.91
6/1/2020,-19.13,-19.13
5/1/2020,-19.39,-19.39
4/1/2020,-19.39,-19.39
3/1/2020,-19.39,-19.39
2/1/2020,-19.43,-19.43
1/1/2020,-19.61,-19.61
31/12/2019,-15.23,-15.23
30/12/2019,-15.11,-15.11
29/12/2019,-15.07,-15.07
28/12/2019,-15.07,-15.07
27/12/2019,-15.07,-15.07
26/12/2019,-14.98,-14.98
25/12/2019,-15.04,-15.04
24/12/2019,-15.06,-15.06
23/12/2019,-15.06,-15.06
22/12/2019,-15.13,-15.13
21/12/2019,-15.13,-15.13
20/12/2019,-15.13,-15.13
19/12/2019,-15.34,-15.34
18/12/2019,-15.61,-15.61
17/12/2019,-15.77,-15.77
16/12/2019,-14.32,-14.32
15/12/2019,-14.38,-14.38
14/12/2019,-14.38,-14.38
13/12/2019,-14.38,-14.38
12/12/2019,-15.75,-15.75
11/12/2019,-15.57,-15.57
10/12/2019,-15.49,-15.49
9/12/2019,-15.45,-15.45
8/12/2019,-15.49,-15.49
7/12/2019,-15.49,-15.49
6/12/2019,-15.49,-15.49
5/12/2019,-15.49,-15.49
4/12/2019,-15.76,-15.76
3/12/2019,-16.06,-16.06
2/12/2019,-16.04,-16.04
1/12/2019,-15.9,-15.9
30/11/2019,-28.44,-28.44
29/11/2019,-28.44,-28.44
28/11/2019,-28.44,-28.44
27/11/2019,-28.62,-28.62
26/11/2019,-28.74,-28.74
25/11/2019,-28.86,-28.86
24/11/2019,-28.91,-28.91
23/11/2019,-28.91,-28.91
22/11/2019,-28.91,-28.91
21/11/2019,-28.93,-28.93
20/11/2019,-29.16,-29.16
19/11/2019,-29.05,-29.05
18/11/2019,-28.98,-28.98
17/11/2019,-29.25,-29.25
16/11/2019,-29.25,-29.25
15/11/2019,-29.25,-29.25
14/11/2019,-29.44,-29.44
13/11/2019,-29.44,-29.44
12/11/2019,-29.52,-29.52
11/11/2019,-29.41,-29.41
10/11/2019,-29.22,-29.22
9/11/2019,-29.22,-29.22
8/11/2019,-29.22,-29.22
7/11/2019,-29.17,-29.17
6/11/2019,-29.28,-29.28
5/11/2019,-29.47,-29.47
4/11/2019,-29.66,-29.66
3/11/2019,-29.4,-29.4
2/11/2019,-29.4,-29.4
1/11/2019,-29.4,-29.4
31/10/2019,-38,-38
30/10/2019,-37.6,-37.6
29/10/2019,-37.64,-37.64
28/10/2019,-37.81,-37.81
27/10/2019,-37.95,-37.95
26/10/2019,-37.95,-37.95
25/10/2019,-37.95,-37.95
24/10/2019,-37.97,-37.97
23/10/2019,-37.84,-37.84
22/10/2019,-37.53,-37.53
21/10/2019,-37.53,-37.53
20/10/2019,-38.1,-38.1
19/10/2019,-38.1,-38.1
18/10/2019,-38.1,-38.1
17/10/2019,-38.03,-38.03
16/10/2019,-38.46,-38.46
15/10/2019,-39.66,-39.66
14/10/2019,-39.8,-39.8
13/10/2019,-40.06,-40.06
12/10/2019,-40.06,-40.06
11/10/2019,-40.06,-40.06
10/10/2019,-40.83,-40.83
9/10/2019,-40.82,-40.82
8/10/2019,-40.93,-40.93
7/10/2019,-40.81,-40.81
6/10/2019,-40.87,-40.87
5/10/2019,-40.87,-40.87
4/10/2019,-40.87,-40.87
3/10/2019,-41.22,-41.22
2/10/2019,-41.25,-41.25
1/10/2019,-40.9,-40.9
30/9/2019,-9.86,-9.86
29/9/2019,-9.8,-9.8
28/9/2019,-9.8,-9.8
27/9/2019,-9.8,-9.8
26/9/2019,-9.61,-9.61
25/9/2019,-9.15,-9.15
24/9/2019,-9.25,-9.25
23/9/2019,-9.83,-9.83
22/9/2019,-9.85,-9.85
21/9/2019,-9.85,-9.85
20/9/2019,-9.85,-9.85
19/9/2019,-10.18,-10.18
18/9/2019,-9.98,-9.98
17/9/2019,-9.91,-9.91
16/9/2019,-9.98,-9.98
15/9/2019,-10.15,-10.15
14/9/2019,-10.15,-10.15
13/9/2019,-10.15,-10.15
12/9/2019,-9.61,-9.61
11/9/2019,-9.7,-9.7
10/9/2019,-9.91,-9.91
9/9/2019,-10.37,-10.37
8/9/2019,-9.97,-9.97
7/9/2019,-9.97,-9.97
6/9/2019,-9.97,-9.97
5/9/2019,-10.4,-10.4
4/9/2019,-10.78,-10.78
3/9/2019,-11.77,-11.77
2/9/2019,-11.4,-11.4
1/9/2019,-11.09,-11.09
31/8/2019,-26.07,-26.07
30/8/2019,-26.07,-26.07
29/8/2019,-26.22,-26.22
28/8/2019,-26.11,-26.11
27/8/2019,-25.4,-25.4
26/8/2019,-25.53,-25.53
25/8/2019,-25.49,-25.49
24/8/2019,-25.49,-25.49
23/8/2019,-25.49,-25.49
22/8/2019,-25.48,-25.48
21/8/2019,-25.37,-25.37
20/8/2019,-25.3,-25.3
19/8/2019,-25.28,-25.28
18/8/2019,-25.17,-25.17
17/8/2019,-25.17,-25.17
16/8/2019,-25.17,-25.17
15/8/2019,-25.25,-25.25
14/8/2019,-25.32,-25.32
13/8/2019,-25.97,-25.97
12/8/2019,-26.15,-26.15
11/8/2019,-26.01,-26.01
10/8/2019,-26.01,-26.01
9/8/2019,-26.01,-26.01
8/8/2019,-25.81,-25.81
7/8/2019,-25.75,-25.75
6/8/2019,-25.22,-25.22
5/8/2019,-25.6,-25.6
4/8/2019,-25.33,-25.33
3/8/2019,-25.33,-25.33
2/8/2019,-25.33,-25.33
1/8/2019,-25.19,-25.19
31/7/2019,-6.87,-6.87
30/7/2019,-7.05,-7.05
29/7/2019,-7.51,-7.51
28/7/2019,-6.94,-6.94
27/7/2019,-6.94,-6.94
26/7/2019,-6.94,-6.94
25/7/2019,-6.41,-6.41
24/7/2019,-5.46,-5.46
23/7/2019,-5.32,-5.32
22/7/2019,-5.27,-5.27
21/7/2019,-5.24,-5.24
20/7/2019,-5.24,-5.24
19/7/2019,-5.24,-5.24
18/7/2019,-5.08,-5.08
17/7/2019,-5.25,-5.25
16/7/2019,-5.25,-5.25
15/7/2019,-4.68,-4.68
14/7/2019,-4.19,-4.19
13/7/2019,-4.19,-4.19
12/7/2019,-4.19,-4.19
11/7/2019,-4.29,-4.29
10/7/2019,-4.32,-4.32
9/7/2019,-4.37,-4.37
8/7/2019,-4.25,-4.25
7/7/2019,-4.23,-4.23
6/7/2019,-4.23,-4.23
5/7/2019,-4.23,-4.23
4/7/2019,-4.27,-4.27
3/7/2019,-4.6,-4.6
2/7/2019,-5.35,-5.35
1/7/2019,-5.93,-5.93
30/6/2019,-23.38,-23.38
29/6/2019,-23.38,-23.38
28/6/2019,-23.38,-23.38
27/6/2019,-23.22,-23.22
26/6/2019,-23.45,-23.45
25/6/2019,-23.64,-23.64
24/6/2019,-23.16,-23.16
23/6/2019,-22.45,-22.45
22/6/2019,-22.45,-22.45
21/6/2019,-22.45,-22.45
20/6/2019,-22.32,-22.32
19/6/2019,-23.06,-23.06
18/6/2019,-23.28,-23.28
17/6/2019,-23.27,-23.27
16/6/2019,-22.7,-22.7
15/6/2019,-22.7,-22.7
14/6/2019,-22.7,-22.7
13/6/2019,-22.8,-22.8
12/6/2019,-23.42,-23.42
11/6/2019,-23.65,-23.65
10/6/2019,-23.52,-23.52
9/6/2019,-23.28,-23.28
8/6/2019,-23.28,-23.28
7/6/2019,-23.28,-23.28
6/6/2019,-24.4,-24.4
5/6/2019,-24.53,-24.53
4/6/2019,-24.99,-24.99
3/6/2019,-25.23,-25.23
2/6/2019,-25.14,-25.14
1/6/2019,-25.14,-25.14
31/5/2019,-13.19,-13.19
30/5/2019,-12.47,-12.47
29/5/2019,-13.01,-13.01
28/5/2019,-12.09,-12.09
27/5/2019,-12.24,-12.24
26/5/2019,-12.19,-12.19
25/5/2019,-12.19,-12.19
24/5/2019,-12.19,-12.19
23/5/2019,-11.13,-11.13
22/5/2019,-10.6,-10.6
21/5/2019,-10.33,-10.33
20/5/2019,-10.09,-10.09
19/5/2019,-9.64,-9.64
18/5/2019,-9.64,-9.64
17/5/2019,-9.64,-9.64
16/5/2019,-9.94,-9.94
15/5/2019,-10.73,-10.73
14/5/2019,-10.62,-10.62
13/5/2019,-10.4,-10.4
12/5/2019,-10.53,-10.53
11/5/2019,-10.53,-10.53
10/5/2019,-10.53,-10.53
9/5/2019,-10.95,-10.95
8/5/2019,-9.93,-9.93
7/5/2019,-9.9,-9.9
6/5/2019,-8.07,-8.07
5/5/2019,-8.58,-8.58
4/5/2019,-8.58,-8.58
3/5/2019,-8.58,-8.58
2/5/2019,-8.93,-8.93
1/5/2019,-9.03,-9.03
30/4/2019,0.12,0.12
29/4/2019,0.45,0.45
28/4/2019,0.73,0.73
27/4/2019,0.73,0.73
26/4/2019,0.73,0.73
25/4/2019,0.62,0.62
24/4/2019,0.84,0.84
23/4/2019,0.94,0.94
22/4/2019,2.05,2.05
21/4/2019,2.11,2.11
20/4/2019,2.11,2.11
19/4/2019,2.11,2.11
18/4/2019,2.15,2.15
17/4/2019,1.51,1.51
16/4/2019,2.12,2.12
15/4/2019,1.78,1.78
14/4/2019,1.91,1.91
13/4/2019,1.91,1.91
12/4/2019,1.91,1.91
11/4/2019,2.73,2.73
10/4/2019,-0.49,-0.49
9/4/2019,-0.72,-0.72
8/4/2019,-1.13,-1.13
7/4/2019,-0.93,-0.93
6/4/2019,-0.93,-0.93
5/4/2019,-0.93,-0.93
4/4/2019,-1.28,-1.28
3/4/2019,-1.83,-1.83
2/4/2019,-2.74,-2.74
1/4/2019,-2.71,-2.71
31/3/2019,-15.96,-15.96
30/3/2019,-15.96,-15.96
29/3/2019,-15.96,-15.96
28/3/2019,-17.46,-17.46
27/3/2019,-17.11,-17.11
26/3/2019,-16.71,-16.71
25/3/2019,-17.39,-17.39
24/3/2019,-17.29,-17.29
23/3/2019,-17.29,-17.29
22/3/2019,-17.29,-17.29
21/3/2019,-17.02,-17.02
20/3/2019,-15.63,-15.63
19/3/2019,-14.85,-14.85
18/3/2019,-15.46,-15.46
17/3/2019,-15.61,-15.61
16/3/2019,-15.61,-15.61
15/3/2019,-15.61,-15.61
14/3/2019,-16.34,-16.34
13/3/2019,-17.01,-17.01
12/3/2019,-16.78,-16.78
11/3/2019,-17.08,-17.08
10/3/2019,-17.14,-17.14
9/3/2019,-17.14,-17.14
8/3/2019,-17.14,-17.14
7/3/2019,-17.76,-17.76
6/3/2019,-16.88,-16.88
5/3/2019,-16.57,-16.57
4/3/2019,-16.45,-16.45
3/3/2019,-15.81,-15.81
2/3/2019,-15.81,-15.81
1/3/2019,-15.81,-15.81
28/2/2019,-8.49,-8.49
27/2/2019,-8.89,-8.89
26/2/2019,-9.24,-9.24
25/2/2019,-10.09,-10.09
24/2/2019,-9.85,-9.85
23/2/2019,-9.85,-9.85
22/2/2019,-9.85,-9.85
21/2/2019,-11.15,-11.15
20/2/2019,-11.89,-11.89
19/2/2019,-12.46,-12.46
18/2/2019,-12.52,-12.52
17/2/2019,-12.3,-12.3
16/2/2019,-12.3,-12.3
15/2/2019,-12.3,-12.3
14/2/2019,-11.82,-11.82
13/2/2019,-12.05,-12.05
12/2/2019,-12.51,-12.51
11/2/2019,-12.22,-12.22
10/2/2019,-13.05,-13.05
9/2/2019,-13.05,-13.05
8/2/2019,-13.05,-13.05
7/2/2019,-12.29,-12.29
6/2/2019,-11.29,-11.29
5/2/2019,-11.18,-11.18
4/2/2019,-10.26,-10.26
3/2/2019,-10.4,-10.4
2/2/2019,-10.4,-10.4
1/2/2019,-10.4,-10.4
31/1/2019,-5.6,-5.6
30/1/2019,-6.21,-6.21
29/1/2019,-6.92,-6.92
28/1/2019,-6.61,-6.61
27/1/2019,-5.12,-5.12
26/1/2019,-5.12,-5.12
25/1/2019,-5.12,-5.12
24/1/2019,-7.21,-7.21
23/1/2019,-7.33,-7.33
22/1/2019,-7.45,-7.45
21/1/2019,-7.47,-7.47
20/1/2019,-6.76,-6.76
19/1/2019,-6.76,-6.76
18/1/2019,-6.76,-6.76
17/1/2019,-8.03,-8.03
16/1/2019,-8.68,-8.68
15/1/2019,-8.68,-8.68
14/1/2019,-9.88,-9.88
13/1/2019,-8.82,-8.82
12/1/2019,-8.82,-8.82
11/1/2019,-8.82,-8.82
10/1/2019,-10.68,-10.68
9/1/2019,-9.85,-9.85
8/1/2019,-10.02,-10.02
7/1/2019,-12.43,-12.43
6/1/2019,-12.08,-12.08
5/1/2019,-12.08,-12.08
4/1/2019,-12.08,-12.08
3/1/2019,-14.4,-14.4
2/1/2019,-12.95,-12.95
1/1/2019,-13.58,-13.58
31/12/2018,-7.11,-7.11
30/12/2018,-7.46,-7.46
29/12/2018,-7.46,-7.46
28/12/2018,-7.46,-7.46
27/12/2018,-9.23,-9.23
26/12/2018,-6.43,-6.43
25/12/2018,-6.54,-6.54
24/12/2018,-6.48,-6.48
23/12/2018,-8.01,-8.01
22/12/2018,-8.01,-8.01
21/12/2018,-8.01,-8.01
20/12/2018,-6.29,-6.29
19/12/2018,-6.51,-6.51
18/12/2018,-6.86,-6.86
17/12/2018,-5.64,-5.64
16/12/2018,-4.03,-4.03
15/12/2018,-4.03,-4.03
14/12/2018,-4.03,-4.03
13/12/2018,-5.18,-5.18
12/12/2018,-6.75,-6.75
11/12/2018,-7.37,-7.37
10/12/2018,-9.78,-9.78
9/12/2018,-9.93,-9.93
8/12/2018,-9.93,-9.93
7/12/2018,-9.93,-9.93
6/12/2018,-8.03,-8.03
5/12/2018,-6.33,-6.33
4/12/2018,-4.17,-4.17
3/12/2018,-2.95,-2.95
2/12/2018,-3.16,-3.16
1/12/2018,-3.16,-3.16
30/11/2018,6.74,6.74
29/11/2018,7.84,7.84
28/11/2018,7.35,7.35
27/11/2018,8.61,8.61
26/11/2018,7.35,7.35
25/11/2018,7.32,7.32
24/11/2018,7.32,7.32
23/11/2018,7.32,7.32
22/11/2018,7.31,7.31
21/11/2018,7.6,7.6
20/11/2018,6.37,6.37
19/11/2018,7.19,7.19
18/11/2018,6.5,6.5
17/11/2018,6.5,6.5
16/11/2018,6.5,6.5
15/11/2018,6.02,6.02
14/11/2018,7.11,7.11
13/11/2018,10.39,10.39
12/11/2018,9.88,9.88
11/11/2018,11.09,11.09
10/11/2018,11.09,11.09
9/11/2018,11.09,11.09
8/11/2018,11.73,11.73
7/11/2018,11.96,11.96
6/11/2018,11.04,11.04
5/11/2018,11.91,11.91
4/11/2018,11.29,11.29
3/11/2018,11.29,11.29
2/11/2018,11.29,11.29
1/11/2018,10.7,10.7
31/10/2018,6.25,6.25
30/10/2018,5.38,5.38
29/10/2018,5.32,5.32
28/10/2018,5.04,5.04
27/10/2018,5.04,5.04
26/10/2018,5.04,5.04
25/10/2018,6.46,6.46
24/10/2018,5.91,5.91
23/10/2018,5.77,5.77
22/10/2018,7.01,7.01
21/10/2018,6.92,6.92
20/10/2018,6.92,6.92
19/10/2018,6.92,6.92
18/10/2018,6.8,6.8
17/10/2018,6.81,6.81
16/10/2018,7.11,7.11
15/10/2018,6.66,6.66
14/10/2018,6.91,6.91
13/10/2018,6.91,6.91
12/10/2018,6.91,6.91
11/10/2018,7.08,7.08
10/10/2018,7.32,7.32
9/10/2018,7.97,7.97
8/10/2018,7.25,7.25
7/10/2018,8.3,8.3
6/10/2018,8.3,8.3
5/10/2018,8.3,8.3
4/10/2018,8.81,8.81
3/10/2018,9.63,9.63
2/10/2018,8.88,8.88
1/10/2018,9.34,9.34
30/9/2018,18.66,18.66
29/9/2018,18.66,18.66
28/9/2018,18.66,18.66
27/9/2018,19.1,19.1
26/9/2018,19.04,19.04
25/9/2018,18.97,18.97
24/9/2018,18.62,18.62
23/9/2018,18.88,18.88
22/9/2018,18.88,18.88
21/9/2018,18.88,18.88
20/9/2018,19.14,19.14
19/9/2018,19.06,19.06
18/9/2018,18.72,18.72
17/9/2018,18.63,18.63
16/9/2018,18.37,18.37
15/9/2018,18.37,18.37
14/9/2018,18.37,18.37
13/9/2018,17.85,17.85
12/9/2018,17.2,17.2
11/9/2018,17.52,17.52
10/9/2018,17.71,17.71
9/9/2018,17.77,17.77
8/9/2018,17.77,17.77
7/9/2018,17.77,17.77
6/9/2018,17.96,17.96
5/9/2018,17.95,17.95
4/9/2018,18.26,18.26
3/9/2018,18.8,18.8
2/9/2018,19.03,19.03
1/9/2018,19.03,19.03
31/8/2018,26.3,26.3
30/8/2018,27.02,27.02
29/8/2018,27.03,27.03
28/8/2018,27.15,27.15
27/8/2018,27.32,27.32
26/8/2018,27.25,27.25
25/8/2018,27.25,27.25
24/8/2018,27.25,27.25
23/8/2018,26.76,26.76
22/8/2018,26.69,26.69
21/8/2018,26.57,26.57
20/8/2018,26.08,26.08
19/8/2018,25.66,25.66
18/8/2018,25.66,25.66
17/8/2018,25.66,25.66
16/8/2018,25.05,25.05
15/8/2018,24.14,24.14
14/8/2018,25.06,25.06
13/8/2018,24.53,24.53
12/8/2018,25.45,25.45
11/8/2018,25.45,25.45
10/8/2018,25.45,25.45
9/8/2018,26.68,26.68
8/8/2018,26.8,26.8
7/8/2018,28,28
6/8/2018,28.15,28.15
5/8/2018,28.04,28.04
4/8/2018,28.04,28.04
3/8/2018,28.04,28.04
2/8/2018,27.62,27.62
1/8/2018,27.95,27.95
31/7/2018,29.2,29.2
30/7/2018,29.2,29.2
29/7/2018,29.28,29.28
28/7/2018,29.28,29.28
27/7/2018,29.28,29.28
26/7/2018,29.66,29.66
25/7/2018,29.17,29.17
24/7/2018,29.33,29.33
23/7/2018,29,29
22/7/2018,29.28,29.28
21/7/2018,29.28,29.28
20/7/2018,29.28,29.28
19/7/2018,29.05,29.05
18/7/2018,29.41,29.41
17/7/2018,29.37,29.37
16/7/2018,29.9,29.9
15/7/2018,29.75,29.75
14/7/2018,29.75,29.75
13/7/2018,29.75,29.75
12/7/2018,30.19,30.19
11/7/2018,29.9,29.9
10/7/2018,30.18,30.18
9/7/2018,30.07,30.07
8/7/2018,29.68,29.68
7/7/2018,29.68,29.68
6/7/2018,29.68,29.68
5/7/2018,29.14,29.14
4/7/2018,28.67,28.67
3/7/2018,28.95,28.95
2/7/2018,27.69,27.69
1/7/2018,29.08,29.08
30/6/2018,32.05,32.05
29/6/2018,32.05,32.05
28/6/2018,31.38,31.38
27/6/2018,31.87,31.87
26/6/2018,31.79,31.79
25/6/2018,31.25,31.25
24/6/2018,33.06,33.06
23/6/2018,33.06,33.06
22/6/2018,33.06,33.06
21/6/2018,32.04,32.04
20/6/2018,32.92,32.92
19/6/2018,32.34,32.34
18/6/2018,32.47,32.47
17/6/2018,32.99,32.99
16/6/2018,32.99,32.99
15/6/2018,32.99,32.99
14/6/2018,33.91,33.91
13/6/2018,33.49,33.49
12/6/2018,33.02,33.02
11/6/2018,32.85,32.85
10/6/2018,33.05,33.05
9/6/2018,33.05,33.05
8/6/2018,33.05,33.05
7/6/2018,33.92,33.92
6/6/2018,32.58,32.58
5/6/2018,32.8,32.8
4/6/2018,33.03,33.03
3/6/2018,32.97,32.97
2/6/2018,32.97,32.97
1/6/2018,32.97,32.97
31/5/2018,34.94,34.94
30/5/2018,34.58,34.58
29/5/2018,33.54,33.54
28/5/2018,36.45,36.45
27/5/2018,35.75,35.75
26/5/2018,35.75,35.75
25/5/2018,35.75,35.75
24/5/2018,35.43,35.43
23/5/2018,35.57,35.57
22/5/2018,36.25,36.25
21/5/2018,35.88,35.88
20/5/2018,36.2,36.2
19/5/2018,36.2,36.2
18/5/2018,36.2,36.2
17/5/2018,36.36,36.36
16/5/2018,36.32,36.32
15/5/2018,37.03,37.03
14/5/2018,36.62,36.62
13/5/2018,36.65,36.65
12/5/2018,36.65,36.65
11/5/2018,36.65,36.65
10/5/2018,35.8,35.8
9/5/2018,35.56,35.56
8/5/2018,36.37,36.37
7/5/2018,36.53,36.53
6/5/2018,36.69,36.69
5/5/2018,36.69,36.69
4/5/2018,36.69,36.69
3/5/2018,36.02,36.02
2/5/2018,36.35,36.35
1/5/2018,36.08,36.08
30/4/2018,30.87,30.87
29/4/2018,30.8,30.8
28/4/2018,30.8,30.8
27/4/2018,30.8,30.8
26/4/2018,30.6,30.6
25/4/2018,29.79,29.79
24/4/2018,30.53,30.53
23/4/2018,31,31
22/4/2018,30.61,30.61
21/4/2018,30.61,30.61
20/4/2018,30.61,30.61
19/4/2018,30.98,30.98
18/4/2018,31.14,31.14
17/4/2018,30.97,30.97
16/4/2018,29.87,29.87
15/4/2018,29.96,29.96
14/4/2018,29.96,29.96
13/4/2018,29.96,29.96
12/4/2018,29.4,29.4
11/4/2018,29.37,29.37
10/4/2018,29.64,29.64
9/4/2018,29.2,29.2
8/4/2018,28.96,28.96
7/4/2018,28.96,28.96
6/4/2018,28.96,28.96
5/4/2018,28.68,28.68
4/4/2018,27.48,27.48
3/4/2018,27.4,27.4
2/4/2018,28.67,28.67
1/4/2018,28.72,28.72
31/3/2018,33.9,33.9
30/3/2018,33.9,33.9
29/3/2018,33.88,33.88
28/3/2018,32.01,32.01
27/3/2018,32.35,32.35
26/3/2018,31.39,31.39
25/3/2018,32.81,32.81
24/3/2018,32.81,32.81
23/3/2018,32.81,32.81
22/3/2018,33.86,33.86
21/3/2018,33.92,33.92
20/3/2018,33.82,33.82
19/3/2018,33.02,33.02
18/3/2018,33.92,33.92
17/3/2018,33.92,33.92
16/3/2018,33.92,33.92
15/3/2018,36.72,36.72
14/3/2018,33.61,33.61
13/3/2018,33.97,33.97
12/3/2018,34.03,34.03
11/3/2018,33.41,33.41
10/3/2018,33.41,33.41
9/3/2018,33.41,33.41
8/3/2018,33.79,33.79
7/3/2018,33.67,33.67
6/3/2018,34.05,34.05
5/3/2018,32.43,32.43
4/3/2018,30.36,30.36
3/3/2018,30.36,30.36
2/3/2018,30.36,30.36
1/3/2018,32.64,32.64
28/2/2018,32.74,32.74
27/2/2018,33.91,33.91
26/2/2018,33.55,33.55
25/2/2018,33.22,33.22
24/2/2018,33.22,33.22
23/2/2018,33.22,33.22
22/2/2018,32.19,32.19
21/2/2018,32.06,32.06
20/2/2018,31.84,31.84
19/2/2018,32.02,32.02
18/2/2018,33.12,33.12
17/2/2018,33.12,33.12
16/2/2018,33.12,33.12
15/2/2018,32.98,32.98
14/2/2018,33.56,33.56
13/2/2018,31.39,31.39
12/2/2018,30.23,30.23
11/2/2018,27.02,27.02
10/2/2018,27.02,27.02
9/2/2018,27.02,27.02
8/2/2018,30.62,30.62
7/2/2018,32.84,32.84
6/2/2018,29.55,29.55
5/2/2018,33.23,33.23
4/2/2018,33.29,33.29
3/2/2018,33.29,33.29
2/2/2018,33.29,33.29
1/2/2018,34.03,34.03
31/1/2018,9.95,9.95
30/1/2018,10.51,10.51
29/1/2018,10.92,10.92
28/1/2018,11.86,11.86
27/1/2018,11.86,11.86
26/1/2018,11.86,11.86
25/1/2018,11.49,11.49
24/1/2018,12.11,12.11
23/1/2018,12.78,12.78
22/1/2018,12.2,12.2
21/1/2018,12.4,12.4
20/1/2018,12.4,12.4
19/1/2018,12.4,12.4
18/1/2018,12.27,12.27
17/1/2018,12.64,12.64
16/1/2018,12.76,12.76
15/1/2018,12.52,12.52
14/1/2018,13.22,13.22
13/1/2018,13.22,13.22
12/1/2018,13.22,13.22
11/1/2018,13.18,13.18
10/1/2018,12.77,12.77
9/1/2018,12.89,12.89
8/1/2018,12.03,12.03
7/1/2018,12.01,12.01
6/1/2018,12.01,12.01
5/1/2018,12.01,12.01
4/1/2018,11.7,11.7
3/1/2018,11.22,11.22
2/1/2018,10.87,10.87
1/1/2018,10.98,10.98
31/12/2017,16.42,16.42
30/12/2017,16.42,16.42
29/12/2017,16.42,16.42
28/12/2017,16.31,16.31
27/12/2017,16.45,16.45
26/12/2017,16.52,16.52
25/12/2017,16.52,16.52
24/12/2017,16.55,16.55
23/12/2017,16.55,16.55
22/12/2017,16.55,16.55
21/12/2017,16.63,16.63
20/12/2017,16.03,16.03
19/12/2017,16.89,16.89
18/12/2017,17.16,17.16
17/12/2017,16.75,16.75
16/12/2017,16.75,16.75
15/12/2017,16.75,16.75
14/12/2017,16.55,16.55
13/12/2017,17.28,17.28
12/12/2017,15.96,15.96
11/12/2017,15.55,15.55
10/12/2017,15.52,15.52
9/12/2017,15.52,15.52
8/12/2017,15.52,15.52
7/12/2017,15.09,15.09
6/12/2017,14.84,14.84
5/12/2017,15.02,15.02
4/12/2017,15.07,15.07
3/12/2017,14.43,14.43
2/12/2017,14.43,14.43
1/12/2017,14.43,14.43
30/11/2017,3.87,3.87
29/11/2017,4.66,4.66
28/11/2017,4.65,4.65
27/11/2017,4.38,4.38
26/11/2017,4.47,4.47
25/11/2017,4.47,4.47
24/11/2017,4.47,4.47
23/11/2017,4.45,4.45
22/11/2017,4.55,4.55
21/11/2017,4.26,4.26
20/11/2017,3.66,3.66
19/11/2017,3.69,3.69
18/11/2017,3.69,3.69
17/11/2017,3.69,3.69
16/11/2017,3.44,3.44
15/11/2017,2.6,2.6
14/11/2017,3.05,3.05
13/11/2017,3.34,3.34
12/11/2017,4.3,4.3
11/11/2017,4.3,4.3
10/11/2017,4.3,4.3
9/11/2017,4.34,4.34
8/11/2017,4.98,4.98
7/11/2017,5.07,5.07
6/11/2017,5.03,5.03
5/11/2017,4.92,4.92
4/11/2017,4.92,4.92
3/11/2017,4.92,4.92
